030205,超豐凱基0A購01,030206,志聖凱基0A購01,
030207,強茂凱基0A購01,030208,國揚凱基0A購01,
030209,台驊控凱基0A購01,03020Q,恒指麥證09售03,
03020X,元展20,030210,台驊控凱基0C購01,
030211,慧洋凱基0A購01,030212,慧洋凱基0C購01,
030213,潤泰全凱基0A購01,030214,潤泰全凱基0C購01,
030215,威強電凱基0A購01,030216,益登凱基0A購01,
030217,揚明光凱基0A購01,030218,揚明光凱基0B購01,
030219,揚明光凱基0C購01,03021Q,恒指麥證09售04,
030220,揚明光凱基11購01,030221,新至陞凱基0A購01,
030222,麗豐凱基0B購01,030223,康普凱基0C購01,
030224,康普凱基12購01,030225,聯德凱基0C購01,
030226,亞翔凱基0B購01,030227,捷敏凱基0B購01,
030228,復盛凱基0B購01,030229,安普新凱基0C購01,
03022X,富展01,030230,威鋒電凱基0C購01,
030231,威鋒電凱基12購01,030232,華東凱基0B購01,
030233,宏全凱基0C購01,030234,茂順凱基0C購01,
030235,大成永豐0A購01,030236,佳格永豐0A購01,
030237,力山永豐0A購01,030238,華城永豐0A購01,
030239,直得永豐0A購01,030240,中鴻永豐0A購01,
030241,鴻海永豐0A購03,030242,中環永豐0A購01,
030243,華邦電永豐0A購01,030244,致茂永豐0A購01,
030245,群光永豐0A購01,030246,威盛永豐0A購01,
030247,超豐永豐0A購01,030248,國揚永豐0A購01,
030249,榮運永豐0A購01,030250,慧洋永豐0A購01,
030251,慧洋永豐0A購02,030252,晶華永豐0A購01,
030253,潤泰全永豐0A購01,030254,大立光永豐0A購01,
030255,威強電永豐0A購01,030256,威強電永豐0A購02,
030257,健鼎永豐0A購01,030258,麗豐永豐0A購01,
030259,國光生永豐0A購01,030260,聯德永豐0A購01,
030261,捷敏永豐0A購01,030262,帝寶永豐0A購01,
030263,復盛永豐0A購01,030264,安普新永豐0A購01,
030265,威鋒電永豐0A購01,030266,致新永豐0A購01,
030267,宏全永豐0A購01,030268,廣宇統一0C購01,
030269,台積電統一0A購11,03026X,元展23,
030270,王品統一0C購01,030271,華晶科統一0B購01,
030272,華晶科統一0C購01,030273,華晶科統一0C購02,
030274,群創統一11購02,030275,申豐統一0C購01,
030276,復盛統一0B購01,030277,威鋒電統一0C購01,
030278,聯電日盛0A購01,030279,廣宇日盛0A購02,
03027X,元展24,030280,長榮日盛0A購01,
030281,南亞科台新0A購01,030282,佳世達元富0A購02,
030283,佳世達元富0C購01,030284,威盛元富11購01,
030285,超豐元富0A購01,030286,長榮元富0A購08,
030287,長榮元富0A購09,030288,台航元富0A購01,
030289,大立光元富0A購04,03028X,元展25,
030290,大立光元富0A購05,030291,威強電元富0A購01,
030292,國光生元富11購01,030293,聯德元富0A購01,
030294,立積元富0A購05,030295,安普新元富0A購01,
030296,威鋒電元富0A購01,030297,威鋒電元富11購01,
030298,威鋒電元富11購02,030299,威鋒電元富11購03,
03029X,元展26,030300,威鋒電元富14購01,
030301,明基材元富0A購01,030302,中砂康和0A購01,
030303,中環康和11購01,030304,群光康和0B購01,
030305,威盛康和0A購01,030306,威盛康和0A購02,
030307,立隆電康和0A購01,030308,慧洋康和0A購01,
030309,慧洋康和0A購02,030310,王品康和0A購01,
030311,國票金康和0A購01,030312,威鋒電康和0A購01,
030313,大成鋼麥證0B購01,030314,聯電麥證0C購04,
030315,台達電麥證11購01,030316,鴻海麥證11購01,
030317,台積電麥證0A購04,030318,台積電麥證0B購04,
030319,台積電麥證11購02,030320,光磊麥證0B購01,
030321,英業達麥證0C購01,030322,凌陽麥證0C購01,
030323,聯發科麥證12購02,030324,華新科麥證11購01,
030325,長榮麥證0C購01,030326,大立光麥證0C購02,
030327,盛群麥證0A購01,030328,矽格麥證0A購01,
030329,恆大群益0B購01,030330,宏泰群益0A購01,
030331,春源群益0A購01,030332,中鋼構群益0A購01,
030333,中鴻群益0B購01,030334,中鴻群益0B購02,
030335,泰豐群益0B購01,030336,厚生群益0A購01,
030337,聯電群益0B購04,030338,廣宇群益0C購01,
030339,台積電群益0C購07,03033X,元展30,
030340,旺宏群益0C購01,030341,華邦電群益0B購02,
030342,海悅群益0B購01,030343,致茂群益0B購01,
030344,威盛群益0A購01,030345,南亞科群益0B購01,
030346,南亞科群益0B購02,030347,圓剛群益0A購01,
030348,仲琦群益0A購01,030349,盟立群益0B購01,
030350,立隆電群益0A購01,030351,華新科群益0A購01,
030352,國揚群益0B購01,030353,國揚群益0B購02,
030354,長榮群益0A購04,030355,長榮群益11購01,
030356,東森群益0B購01,030357,台航群益0A購01,
030358,慧洋群益0B購01,030359,王品群益0A購01,
03035X,元展32,030360,健和興群益0A購01,
030361,全漢群益0A購01,030362,健鼎群益0B購01,
030363,華晶科群益0A購01,030364,日電貿群益0B購01,
030365,聯鈞群益0A購01,030366,揚明光群益0A購01,
030367,揚明光群益11購01,030368,晶相光群益0B購01,
030369,圓展群益0A購01,030370,國光生群益0A購01,
030371,聯德群益0B購01,030372,新唐群益0B購02,
030373,界霖群益0A購01,030374,亞翔群益0A購01,
030375,聚鼎群益0A購01,030376,安集群益0A購01,
030377,安普新群益0B購01,030378,致新群益0B購01,
030379,華東群益0A購01,030380,明基材群益0A購01,
030381,鼎炫群益0A購01,030382,元金2X元大11購01,
030383,大成元大0A購01,030384,佳格元大0A購01,
030385,佳格元大0A購02,030386,直得元大0A購01,
030387,直得元大0A購02,030388,直得元大0B購01,
030389,宏泰元大0A購01,03038X,元展35,
030390,中鋼構元大0A購01,030391,南帝元大11購01,
030392,鴻海元大0C購11,030393,鴻海元大11購06,
030394,鴻海元大12購03,030395,中環元大0B購01,
030396,廣宇元大0A購01,030397,台積電元大0A購07,
030398,台積電元大0A購08,030399,矽統元大0A購01,
03039X,元展36,030400,技嘉元大0A購02,
030401,威盛元大0A購01,030402,威盛元大0B購01,
030403,鼎元元大0A購01,030404,鼎元元大0A購02,
030405,鼎元元大0C購01,030406,超豐元大0A購01,
030407,超豐元大0A購02,030408,聯發科元大0A購06,
030409,聯發科元大12購02,030410,國揚元大0A購01,
030411,國揚元大0A購02,030412,長榮元大0C購05,
030413,長榮元大0C購06,030414,長榮元大11購01,
030415,台驊控元大0A購01,030416,慧洋元大0A購01,
030417,潤泰全元大0A購01,030418,潤泰全元大0B購01,
030419,潤泰全元大0C購01,030420,威強電元大0A購01,
